-1.672325016701469158e-01,4.988957337224232402e-01,-4.526466756903160249e-01,-9.311773917203407247e-02,-2.981670276413544984e-01,5.539007833728926133e-01,2.883786378836503683e-01,-1.869989562482922973e-01,-1.751070462708124303e-02
-5.473296648178640478e-01,5.160669906001987828e-01,1.280417416630132317e-02,-7.980328103632269854e-02,-5.619817775298918683e-01,4.320949498493385776e-02,-3.966200797775867870e-02,-2.226324012162695654e-01,1.678739554857026361e-01
-3.656042622355518135e-01,1.379203617538219892e-02,-9.469309591906871493e-01,-3.367711658618244841e-01,-3.430438497530597708e+00,-9.933331915012509894e-01,-9.919337854961693748e-04,-1.108037613856838632e+00,3.125616812742267214e+00
-2.654349446389502876e-01,4.082866949673566448e-01,-3.263114799118120302e-01,-2.899144242238171909e-01,-2.924455375829383974e-01,4.931552947098309381e-01,-4.350075040659381886e-02,3.614304056833504697e-02,-1.454009352649811571e-01
-1.738925932065668700e+00,1.260309157931681856e+00,-1.266494258677038465e+00,-6.281545989912410421e-01,-5.310765190043764683e-01,-9.642118505907870674e-01,-3.858959002251837744e-01,-2.656407614329757139e-01,1.779784248158805315e+00
-8.510508174752173804e-02,4.835958449206172460e-01,-5.453498613134271089e-01,-6.018384667464872217e-01,1.952622606493237267e-01,-8.405937499980208338e-01,-5.600488763481731302e-02,-1.484268257093739052e-01,1.880779593147654249e-01
2.358233396292825912e+00,-6.565173708006493136e-01,4.982881226142474307e-01,-1.402165715690947834e-01,-2.813200225136784027e+00,-5.299134295676920514e-01,-4.607107182894311648e-01,-8.111565948991551478e-01,1.342149913120412874e+00
-3.864118390811326909e-01,-9.986457087717273140e-01,2.136051793862744130e+00,9.149775200979940459e-01,-4.498298770495001264e+00,1.428090151598538637e-01,2.549889193739592330e-01,1.669133093226470077e+00,9.972092742780277463e-01
-1.011552759404694690e+00,1.085747934442800045e+00,-1.476657029463195547e+00,1.652343265141053077e-02,2.037878273496466774e-01,-4.815338703173986379e-01,-2.449910777020648453e-02,9.848502179727379457e-02,1.222504300355266249e+00
5.829338413892882764e-01,3.472650426057800194e-02,-1.186185148937785927e+00,1.446824109183520446e-01,1.462422686275017814e+00,-9.922657624167983137e-01,3.670020150895562661e-01,7.251166650431408733e-01,7.329577074293018857e-01
-2.739401264864531615e-01,1.298837930916595940e-01,4.722297633565604169e-01,1.197328916241767183e-01,5.432748386296396004e-02,3.379926717491980592e-01,1.248424080623849464e-01,6.575384428472621501e-01,-7.500264030513716929e-01
-6.441619243608931455e-01,5.559015883278085601e-01,4.067102115776733973e-01,1.849828293693152881e-01,-8.948084531707448663e-01,3.965746584324887913e-01,1.492268129141647304e-01,5.641844102521894611e-01,-2.420397832598655818e-01
-1.895354533704995403e-01,-5.619076842630083002e-01,-1.346907187452265120e+00,5.720265730742369881e-01,7.146938779071709824e-01,-2.502096908765006900e-01,3.632056610890672110e-01,-9.535185764909120953e-02,-7.168996400182681139e-01
-3.982929371387080586e-01,3.301486724463584821e-01,-2.245535328882496962e-01,-2.179204796776136877e-01,-2.057197250183464554e-01,3.482774164513841586e-01,5.613429378323121777e-02,1.449780254109817729e-02,1.135961407155123559e-01
-4.759403724260505841e-01,4.728183907339676972e-01,-4.390661789986881614e-01,1.469726867413795046e-01,-4.226484293102944489e-01,7.946184759713543766e-01,-2.843922848000016712e-01,2.037391929268065893e-01,-4.167366859228217035e-01
-8.744723932819390422e-01,9.078024659861838597e-01,-1.212490780590869122e+00,-7.094288146795360572e-02,-1.092249571086533200e+00,7.600653117845510565e-01,1.743161001905563501e-01,-4.419869364210253782e-01,-5.236858237670843907e-01
1.349712784560751722e+00,-6.513689167104665945e-01,-2.126792322140476643e-01,-3.198541349757201280e-01,-3.272948589288696475e+00,-3.770362583995749417e-01,1.915559003113413983e-01,-4.672784120994102897e-02,1.483309712172585115e+00
-1.141941868476532118e+00,2.142436585779037284e-01,1.232328963219079566e-02,3.346938898301291543e-01,-3.730650891285752779e-01,4.630748363007645141e-01,2.533098084616886569e-01,2.608129320667391116e-01,-6.896299319155303476e-01
9.413373467246420878e-01,-3.007190220618539023e+00,5.595662971869150848e-01,-3.307849069652590290e-01,-3.581097684223574884e+00,-1.132158370925519630e+00,-6.731146587131902059e-01,-5.447849573605527240e+00,-2.254531352550469270e-01
-9.253191133865368290e-01,8.931251371110523474e-01,-1.472534360453886082e+00,-5.276971377559456361e-02,4.003136118028155499e-01,-7.499966667685884492e-01,3.155849686099361784e-01,3.612410472250982690e-02,1.242625709852131610e+00
-3.487488973875523257e-01,2.743836317306362904e-01,-6.523683382692826438e-01,-1.682007185573130420e-02,-2.516549525426753919e-01,2.116435688609733523e-01,-3.140838983588832845e-01,2.073611407154250796e-01,-5.696785074095428447e-01
-2.201420341772591271e+00,-2.887729995585338050e-01,-1.018221163258817397e+00,6.611136502996723951e-01,1.625563187708644719e+00,-4.052098169644066106e-01,4.639294664300530058e-01,-1.052235510504596405e+00,2.126729076758313131e+00
3.104414141819137329e-01,-3.623810723377500320e+00,2.525182692022830633e+00,-1.619843647039537649e+00,2.231187285395669573e+00,-3.851380277253249051e-01,2.346411083374383422e-01,9.820645363143037931e-01,3.760883679130681556e-01
-4.906382871370911780e-01,5.842906508696195100e-01,-4.336309084201189767e-01,-1.170772562464533900e-01,-1.828699517383968187e-01,-1.807686226578442412e-01,-2.558377002668034417e-02,3.085771028339375985e-02,-2.378391586834346649e-01
-1.002436797451779382e+00,1.125298764381907235e+00,3.152907864010994626e-03,-4.378894880656200583e-01,-3.869441558312047835e-01,-7.188392334618622925e-01,-4.942745388600919831e-01,-1.629207943732188690e+00,1.599434895018758407e-01
-9.372099817646462050e-02,9.303383875807001713e-02,2.305533257593105345e-01,1.480231859197486954e-01,-2.403474697690139439e-01,9.810028409078075384e-01,1.266641283315931565e-01,4.406334539602279055e-01,-2.534138234718747995e-01
-1.051888415078688688e+00,3.190172394666542788e-01,9.010374360545463368e-01,6.705890869640144247e-01,-1.021710237826778833e+00,1.527108341748733222e+00,2.936652542952532530e-01,-1.396473646665394641e+00,-3.818618425501500435e-01
-1.045303137774303170e+00,-3.418385536094652455e-01,-6.270315628206946101e-02,5.783735433275807303e-01,4.589598154383259243e-02,-8.109393263060311607e-01,-9.865962304505248026e-01,9.272362359005285048e-01,-7.554570118536294565e-01
1.601623104368987138e-01,7.789309827467555403e-01,-7.567623368258648009e-01,-4.930710553415952324e-01,6.498305306919551771e-01,-1.602558817326521501e+00,5.235310490196963817e-01,5.466445186445898496e-01,8.861895893173774574e-01
1.308804100119021818e+00,-4.668489124950996327e-01,-1.092758246592320237e+00,9.022230189206584816e-01,1.115733464758768001e+00,6.078810432453575219e-01,1.025094417648583223e+00,1.359269786534563762e+00,-1.291332107333681423e+00
